loss,arch,optimizer,batch_size,lr,max_step,source_folder,curvature_figure,bimodality_figure,bimodality_precond_figure,drift_figure
MSE,SSTTransformer,RMSProp,32,3e-05,49999,/n/holylabs/LABS/kdbrantley_lab/Lab/mwalden/results/SST_opt_batch_sweep/20260503_2008_57_RMSProp_lr3e-05_b32_beta2-0.99,,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/SSTTransformer/RMSProp/histograms_RMSProp_lr3e-05_b32_beta2-0.99.png,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/SSTTransformer/RMSProp/histograms_RMSProp_lr3e-05_b32_beta2-0.99_precond.png,
MSE,SSTTransformer,RMSProp,128,3e-05,49999,/n/holylabs/LABS/kdbrantley_lab/Lab/mwalden/results/SST_opt_batch_sweep/20260503_2015_12_RMSProp_lr3e-05_b128_beta2-0.99,,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/SSTTransformer/RMSProp/histograms_RMSProp_lr3e-05_b128_beta2-0.99.png,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/SSTTransformer/RMSProp/histograms_RMSProp_lr3e-05_b128_beta2-0.99_precond.png,
MSE,SSTTransformer,RMSProp,1024,3e-05,49999,/n/holylabs/LABS/kdbrantley_lab/Lab/mwalden/results/SST_opt_batch_sweep/20260503_2221_03_RMSProp_lr3e-05_b1024_beta2-0.99,,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/SSTTransformer/RMSProp/histograms_RMSProp_lr3e-05_b1024_beta2-0.99.png,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/SSTTransformer/RMSProp/histograms_RMSProp_lr3e-05_b1024_beta2-0.99_precond.png,
MSE,SSTTransformer,Muon,8,0.001,49999,/n/holylabs/LABS/kdbrantley_lab/Lab/mwalden/results/SST_opt_batch_sweep/20260503_2255_18_Muon_lr0.001_b8_momentum-0.9,,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/SSTTransformer/Muon/histograms_Muon_lr0.001_b8_momentum-0.9.png,,
MSE,SSTTransformer,Muon,32,0.001,49999,/n/holylabs/LABS/kdbrantley_lab/Lab/mwalden/results/SST_opt_batch_sweep/20260504_0108_01_Muon_lr0.001_b32_momentum-0.9,,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/SSTTransformer/Muon/histograms_Muon_lr0.001_b32_momentum-0.9.png,,
MSE,SSTTransformer,Muon,128,0.001,49999,/n/holylabs/LABS/kdbrantley_lab/Lab/mwalden/results/SST_opt_batch_sweep/20260504_0206_36_Muon_lr0.001_b128_momentum-0.9,,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/SSTTransformer/Muon/histograms_Muon_lr0.001_b128_momentum-0.9.png,,
MSE,SSTTransformer,Muon,1024,0.001,49999,/n/holylabs/LABS/kdbrantley_lab/Lab/mwalden/results/SST_opt_batch_sweep/20260504_0349_14_Muon_lr0.001_b1024_momentum-0.9,,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/SSTTransformer/Muon/histograms_Muon_lr0.001_b1024_momentum-0.9.png,,
MSE,SSTTransformer,SGD,8192,0.02,49999,/n/holylabs/LABS/kdbrantley_lab/Lab/mwalden/results/SST_opt_batch_sweep/20260504_0419_45_SGD_lr0.02_b8192,,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/SSTTransformer/SGD/histograms_SGD_lr0.02_b8192.png,,
MSE,SSTTransformer,SGD-Momentum,8192,0.002,49999,/n/holylabs/LABS/kdbrantley_lab/Lab/mwalden/results/SST_opt_batch_sweep/20260504_0512_21_SGD-Momentum_lr0.002_b8192_beta-0.9,,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/SSTTransformer/SGD-Momentum/histograms_SGD-Momentum_lr0.002_b8192_beta-0.9.png,,
MSE,SSTTransformer,SGD-Nesterov,8192,0.002,49999,/n/holylabs/LABS/kdbrantley_lab/Lab/mwalden/results/SST_opt_batch_sweep/20260504_0614_18_SGD-Nesterov_lr0.002_b8192_beta-0.9,,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/SSTTransformer/SGD-Nesterov/histograms_SGD-Nesterov_lr0.002_b8192_beta-0.9.png,,
MSE,SSTTransformer,Adam,8192,3e-05,49999,/n/holylabs/LABS/kdbrantley_lab/Lab/mwalden/results/SST_opt_batch_sweep/20260504_0657_16_Adam_lr3e-05_b8192_beta1-0.9_beta2-0.99,,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/SSTTransformer/Adam/histograms_Adam_lr3e-05_b8192_beta1-0.9_beta2-0.99.png,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/SSTTransformer/Adam/histograms_Adam_lr3e-05_b8192_beta1-0.9_beta2-0.99_precond.png,
MSE,SSTTransformer,RMSProp,8192,3e-05,49999,/n/holylabs/LABS/kdbrantley_lab/Lab/mwalden/results/SST_opt_batch_sweep/20260504_0801_27_RMSProp_lr3e-05_b8192_beta2-0.99,,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/SSTTransformer/RMSProp/histograms_RMSProp_lr3e-05_b8192_beta2-0.99.png,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/SSTTransformer/RMSProp/histograms_RMSProp_lr3e-05_b8192_beta2-0.99_precond.png,
MSE,SSTTransformer,Muon,8192,0.001,49999,/n/holylabs/LABS/kdbrantley_lab/Lab/mwalden/results/SST_opt_batch_sweep/20260504_0844_17_Muon_lr0.001_b8192_momentum-0.9,,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/SSTTransformer/Muon/histograms_Muon_lr0.001_b8192_momentum-0.9.png,,
