cell,optn,beta,batch,lr,steps_measured,status,diverged,n_window,kappa_raw,r1_dxu,omega_star_over_pi,gain,kappa_spec,kappa_spec_ci_lo,kappa_spec_ci_hi,kappa_drift,stationary,res_limited,kappa_spec_fixed,kappa_spec_h1,kappa_spec_h2,gbs_med,gbs_q25,gbs_q75,gbs_mean,gbs_n,gbs_over_kspec,death_step,healthy_frac,n_healthy,kappa_spec_fullwin,gbs_med_fullwin,halves_agree,ok,why
A_adam_b2048_s0,Adam,0.9,2048,0.001,10000,done,False,7000,34.628458984375,-0.513819467549397,0.680805489408194,0.008370766595039186,0.2898667477040909,0.2120592836923355,0.5074803807714152,0.022155072677986,True,False,1.6849955429000263,0.4152946381041051,0.2749443284974542,1.9086235796908588,1.3906279447179601,2.1755777745580045,1.58462778171214,6997,6.584486129603484,,0.9995714285714286,6997,0.2898667477040909,1.908395649066191,False,True,
A_adam_b2048_s1,Adam,0.9,2048,0.001,10000,done,False,7000,34.814171875,-0.49292139938942564,0.7223069771242164,0.0068055870866704305,0.2369308785456249,0.12427555115026764,0.49765662267009525,0.03531701878308935,True,False,1.82075940334821,0.39211040075793924,0.12498844194144104,1.8980934809927317,1.2655602842783704,2.1601616486888213,1.5603486904508117,7000,8.011169724452877,,1.0,7000,0.2369308785456249,1.8980934809927317,False,True,
A_adam_b8_s0,Adam,0.9,8,0.001,20000,done,False,14000,23.7413388671875,0.039980126408661915,0.49236266345178437,0.012867824868451736,0.3054993906855351,0.24452785750893033,0.48529653031852743,0.28425760525721877,False,False,0.5706732656312354,0.5286173493308522,0.24631841891806389,0.4028342987157759,0.2761063611838994,0.6451559929788367,0.5686616822397385,14000,1.3186091723843476,,1.0,14000,0.3054993906855351,0.4028342987157759,False,True,
A_adam_b8_s1,Adam,0.9,8,0.001,20000,done,False,14000,19.598650390625,0.015245237788684753,0.4972638770409593,0.020122439027032438,0.3943726474974771,0.34177347896386495,0.5510662134523775,0.40043100396698494,False,False,2.72746166738614,0.5505059433944332,0.2948644138082667,0.38092520923001516,0.25431866063963915,0.6303300558830938,0.5576771524424655,14000,0.9659016963960515,,1.0,14000,0.3943726474974771,0.38092520923001516,False,True,
A_b2048_beta0.9_s0,SGD-Momentum,0.9,2048,0.0065,10000,done,False,7000,2.8448114471435546,-0.8532753470959831,0.8271005592835845,0.5483131454534829,1.5598475128053568,1.5544712105237732,1.5652595143285382,0.030243108201633007,True,False,1.559359808198685,1.5562990176066844,1.557378380852993,0.03902492490454041,0.02105280877283973,0.0628818038958107,0.04540481749711632,6985,0.025018423008768855,,0.9978571428571429,6985,1.5598475128053568,0.039018866581386175,True,True,
A_b2048_beta0.9_s1,SGD-Momentum,0.9,2048,0.0065,10000,done,False,7000,3.1812288970947264,-0.9476852904980471,0.9039524065803387,0.5330870080051051,1.695871794531608,1.6933129656590507,1.697267291343456,0.03718569707120456,True,False,1.695819824483116,1.6970536883883298,1.695058650284659,0.11551512575371528,0.0518046191176974,0.2226634590710137,0.15023007058484608,6994,0.06811548262445159,,0.9991428571428571,6994,1.695871794531608,0.115348051335849,True,True,
A_b32_beta0.9_s0,SGD-Momentum,0.9,32,0.005,20000,done,False,14000,0.3214483642578125,0.13986102637139422,0.4649923571766351,0.9630889628498583,0.3095833717428401,0.30334356710536586,0.3206354207927182,0.022123644043552382,True,False,0.4620874945083764,0.3089935392367056,0.3134696597957215,0.24900130253424194,0.1939945548008326,0.3178070174465858,0.28253095982027565,13999,0.8043109716534725,,0.9999285714285714,13999,0.3095833717428401,0.24899914035618867,True,True,
A_b32_beta0.9_s1,SGD-Momentum,0.9,32,0.005,20000,done,False,14000,0.3135331153869629,0.13451961023321377,0.47947001537805906,0.9706150811610744,0.3043199702380015,0.3023521873426094,0.31227485026056745,0.032668060076269434,True,False,0.47408162579861846,0.301086309613019,0.3067791906090768,0.2071212970218379,0.15862370581972002,0.2705142483932652,0.2362909720552217,13999,0.6806036976799558,,0.9999285714285714,13999,0.3043199702380015,0.20712328791089785,True,True,
A_b8_beta0.99_s0,SGD-Momentum,0.99,8,0.0003375,20000,done,False,14000,0.013796473145484925,0.13291734482725812,0.45852734940801515,1.009703648137788,0.013930349266431151,0.013775071126272638,0.01671482757643659,-0.2721199386816644,False,False,0.04022113405756126,0.013936343350520963,0.015259870504179412,0.035939908459368876,0.02012536211818339,0.06339453053480856,0.044028575832049756,13997,2.5799718134832097,,0.9997857142857143,13997,0.013930349266431151,0.035935659528973936,True,True,
A_b8_beta0.99_s1,SGD-Momentum,0.99,8,0.0003375,20000,done,False,14000,0.013364853358268739,0.16384963386570495,0.4605778894372017,1.0332614694449715,0.01380938801988132,0.013979250194252573,0.017463315471425225,-0.40864979565140636,False,False,0.04246380485506362,0.013541812832559692,0.017622680466405815,0.04018378135338657,0.021973359183502315,0.07224101469532433,0.04550150581834545,13995,2.9098886420987045,,0.9996428571428572,13995,0.01380938801988132,0.04019071828504549,False,True,
A_b8_beta0.9_s0,SGD-Momentum,0.9,8,0.003,20000,done,False,14000,0.14565756225585938,0.1213237025682868,0.46916952267472106,0.9908995345263525,0.14433201063957427,0.14274912280563498,0.14905918938243934,-0.2080069392898165,False,False,0.2105712582555531,0.14331667420737237,0.145134966375079,0.09691417703196464,0.06362164058304076,0.1565299858972504,0.13401873502446493,14000,0.6714669642757116,,1.0,14000,0.14433201063957427,0.09691417703196464,True,True,
A_b8_beta0.9_s1,SGD-Momentum,0.9,8,0.003,20000,done,False,14000,0.1495264663696289,0.12078499288407472,0.4534939672260359,0.9970555938255613,0.14908619971880818,0.14713567061012867,0.15136497138225008,-0.1497942473893229,False,False,0.22618037067498772,0.14846040800245427,0.14575338930737147,0.10121553123442566,0.06765585585844154,0.15589350381538228,0.12304742596967758,13999,0.678906105496877,,0.9999285714285714,13999,0.14908619971880818,0.10120596669790527,True,True,
A_muon_b2048_s0,Muon,0.95,2048,0.001,16000,done,False,11000,0.03193586540222168,-0.9989588476964353,0.9923770146083197,58.84223831252438,1.8791778027142303,1.7371549438032428,2.101525420865253,-0.3175655724206856,False,False,1.7598347225988764,1.6403222226479734,2.187829066702513,2.002340217687584,1.9222412989467614,2.0920804401232993,2.011753723013994,11000,1.0655405863114504,,1.0,11000,1.8791778027142303,2.002340217687584,False,True,
A_muon_b2048_s1,Muon,0.95,2048,0.001,16000,done,False,11000,0.029924538612365725,-0.9992063055685312,0.9925408940597596,60.174249333852295,1.8006866476609855,1.6354654083826976,2.2028012299491904,-0.41791652021232717,False,False,1.7037627996350013,1.5075483596381511,2.299247662481715,2.003850039931055,1.922669823768228,2.089163973610101,2.0121958283833012,11000,1.1128255116091241,,1.0,11000,1.8006866476609855,2.003850039931055,False,True,
A_nest_b128_beta0.9_s0,SGD-Nesterov,0.9,128,0.006,14000,done,False,9000,1.4480704650878906,-0.8178563750336936,0.8557115986415084,1.5537561049183826,2.2499483254823116,2.2418351541593715,2.255083902536223,0.046314762968118206,True,False,2.148177956402173,2.2474799315543117,2.2431664939405223,1.2316109136787647,0.9343206983311009,1.5855496435600447,1.293240680624741,9000,0.5473952000274271,,1.0,9000,2.2499483254823116,1.2316109136787647,True,True,
A_nest_b2048_beta0.9_s0,SGD-Nesterov,0.9,2048,0.0065,10000,done,False,7000,1.3532871360778809,-0.9997138512029903,0.9965639280518009,1.47374287803669,1.9943972787334459,1.9941182122934735,1.9945759767903786,0.0019540639508366375,True,False,1.9943026902086807,1.9945774978651072,1.9942412092964954,1.9864503215281688,1.9632794617691907,2.001598433211023,1.9473494985259139,7000,0.9960153589808728,,1.0,7000,1.9943972787334459,1.9864503215281688,True,True,
A_nest_b2048_beta0.9_s1,SGD-Nesterov,0.9,2048,0.0065,10000,done,False,7000,1.354129192352295,-0.999829584855178,0.9962262325000857,1.4737486453196953,1.9956460628170476,1.9953281027216094,1.995868024052144,0.004361962069231007,True,False,1.9955215634741315,1.995161517460713,1.9954710262610487,1.9898136108705085,1.9661013254521895,2.0017171249776817,1.9698456219502025,7000,0.9970774116436729,,1.0,7000,1.9956460628170476,1.9898136108705085,True,True,
A_nest_b512_beta0.9_s0,SGD-Nesterov,0.9,512,0.008,10000,done,False,7000,1.3945743408203126,-0.9930394153516992,0.9830229025658175,1.4879644990233816,2.075077110389559,2.0740738650773447,2.076513633411656,0.006032766267456413,True,False,2.0553591910483355,2.0754928677911413,2.0755590069859267,1.5866259101906197,0.9561762846141153,1.931614142136198,1.439430843213674,6999,0.7646105786848367,,0.9998571428571429,6999,2.075077110389559,1.5865426798074447,True,True,
A_sgd_b2048_s0,SGD,0.0,2048,0.050625,10000,done,False,7000,1.9722296404838564,-0.9998812917455948,0.9976225558468149,0.9999999455560148,1.9722295331078148,1.9722294037995567,1.9722297661963282,0.020738420162400573,True,False,1.9722295724326508,1.9722294894185113,1.9722295550821634,1.954892594441307,1.9133799309505868,1.9757767901569097,1.933902726942865,7000,0.9912094721352294,,1.0,7000,1.9722295331078148,1.954892594441307,True,True,
A_sgd_b2048_s1,SGD,0.0,2048,0.050625,10000,done,False,7000,1.9681325232982636,-0.772552940385713,0.8992960282191788,1.0000000652100423,1.9681326516402688,1.9681323589940765,1.9681328594908762,0.01859264285011819,True,False,1.9681325361751285,1.9681325955754467,1.9681326363634688,1.951283789513972,1.8883380155223586,1.9740670273286653,1.7923282275310202,7000,0.9914391633550438,,1.0,7000,1.9681326516402688,1.951283789513972,True,True,
